,rumor,text
rumor881,0,效果对头皮可能会更好一些这个是完全不一样的。大家不要担心说吃了这个吹糖人就必须换成那种就耐药了。什么？不存在啊？只有把这个学者的指标降到一个很好的肝肾功的毒性这些又都影响很小，这个塔顶就适合你，你别管他是白猫还是黑猫你别管，是阿？托，品？还是瑞叔，书？法只要这个他听我们经过筛选之后适合你了，他就是好，药它就更适合你不，存在谁？好，谁？不，好，的？问题所以你为什么？平白无，我说不，上有线索啊，那么？我们经过筛选之后会发现这个塔？顶又不，能给你叫好，的？学者？又对，你的？肝肾功包括计算机本身都没有太大的？影响那么？它就是个很适合你的？塔？顶
rumor882,0,长时间久坐而预防静脉血栓要做好两个脚可以做腿部的其他运动，穿适当稍微宽松一点的裤子，避免袜或者裤子勒到小腿或者是大腿。
rumor883,0,胃病的患者并不强调少吃多餐更主张因为每次吃东西都会刺激胃酸的分泌，频繁的进食反而会加重胃的负担。
rumor884,0,微博上叫“妇产科的陈大夫”的用户用自己做实验。视频显示，她吸入七氟烷近一分钟后晕倒。但事实上，一闻就倒、一拍就晕的“迷药”根本不存在。
rumor885,0,不一定，因为硬斑块和软斑块，它实际上是一个医学的概念，那么硬斑块和软斑块的安全性以及对人体的危害，身上跟这个斑块的大小和位置是有一定的关系的。
rumor886,0,如果是一侧的手脚突然的这种麻木，那么它往往影响的就四肢都会有感觉障碍，包括颈部的疼痛。那么这样这个手要注意下患者是不是有全身性的一些疾病，那么要考虑如果合并的颈部的不适。
rumor887,0,我们心脏的问题啊，正在跑步跑着跑着突然胸闷憋气，胸口疼了，不能硬来了，不能用上了，明白吗？该去医院查查你的心脏啊，实心绞痛啊，也是我们心脏自我保护的一个机制它之所以会疼，是因为心肌缺血缺血缺氧之后他就有心绞痛，头疼很难受当你真的，心梗了，之后心肌细胞都坏死掉了，你在不，经意的，治疗这完全会死掉以后不，会再疼了，对，你来讲以后你面临的，就是心衰心脏的，终末期谁都没，办法所以啊，及早发现及早治疗不，要硬来等，
rumor888!,1,洋葱和醋能软化血管。
rumor889,0,不是所有的胸痛都一定是跟心脏相关。有可能是带状疱疹。你按着疼的体表的这种疼痛一般跟心脏没有太大关系。
rumor890,0,在家中突发胸痛的时候要及时拨打120
rumor891,0,淹溺致死的主要原因是窒息，脑组织内的剩氧只够用10秒钟，心脏内的剩余氧气只够收缩十几次。 在进行人工呼吸的同时，还应立即做胸外心脏按压，每吹两口气，做30次心脏按压。 不同的场地都要做好相对应的急救预案以及相关工作。
rumor892,0,脉瘤是血管壁由于各种因素引起的老化而向外的膨隆，而海绵状血管瘤实际上是一种脑血管畸形，它是由很多新生的血管组织所构成的。
rumor893,0,都愿意去多吃汤，都觉得多吃就是好这个阶段也很有意思就是随着我们的公共卫生的不但发展人们的营养条件好了啊，这些疾病都和你的这种不健康的生活方式相关啊，什么药都没有大家平均年龄都很短，那我只有不到百分之十的人得心血管病
rumor894,0,每年定期输液就可以预防中风，这没有任何科学依据，而且输液本身就有风险。现在很多医院都取消了门诊输液。
rumor895,0,雌激素的保护，女性的心血管病的患病患病率也会显著的增高，原因，绝经后心血管病的风险会明显增加，一方面是由于雌激素的明显降低，失去了对我们心血管的保护作用，女性的搞通的身高与心梗中风，心力衰竭，这些都有相关的。
rumor896,0,女性出现急性心梗，心源性猝死相关的知识，这些病人通常他的精神压力会非常大，他的神经很脆弱，就是长期处于一种精神紧张焦虑中状态。
rumor897!,1,被针扎到就会传染艾滋病毒
rumor898,0,你们也都发现了一些问题，所以我我建议大家都要好好去学一下。我一直想录一个关于心肺复苏的这样一个视频，但我后来还用杯子，已经六万人人做得很好。好不好？你真的可能会救他的命，真的可能会救他的命。
rumor899,0,脑梗塞预兆自己不利拿的筷子突然出现一过性的面瘫，过个三五分钟就好了，突然说话说不出来，或者是听不懂人家说什么话但是过一会儿他又恢复正常了，以前没有出现过严重的眩晕，出现了经常性的注意力不集中打瞌睡，老想睡觉，小心脑供血不，足见？了，一过性的，黑，梦眼前突然一下怎么？也看，不，见？了，发黑，都可能是小中风
rumor900,0,发生心梗时，用力地咳嗽捶打胸口，深蹲起，只会加重疼痛，加重心脏的耗氧量。
rumor901,0,事实上，在烹饪过程中加入的油脂只是让类胡萝卜素更易从果蔬中释放，而在小肠中类胡萝卜素还要从脂滴中转移出来，与胆盐、油脂、磷脂一起被转化为水溶性的混合胶束才能被吸收。一餐20g左右的总脂肪（不是单指烹调油，包括其他食物中的脂肪）摄入即可使类胡萝卜素吸收显著提高。而且，这个吸收率也是有限度的，过量摄入并不能让吸收量再提高。反倒是像切分、蒸煮等加工，对于果蔬组织的破坏再联合油脂的摄入，会大大增加类胡萝卜素的吸收
rumor902!,1,西柚在服药期间可以食用
rumor903!,1,钙补多了易得肾结石
rumor904,0,我们讲了引起动脉粥样硬化的不可控因素对你整个血管的健康都是非常有帮助的。而体重一定要控制一个比较合理的一个范围之内，要养成爱运动的好习惯对你的血管健康对你全身的健康都有好处。
rumor905,0,今年支架技术蓬勃发展之后，手术量依然没有超过一百万台。你们琢磨着技术被淘汰了吗？不要道听途说，不要去相信那些谣言，想去美国看病，一台冠脉造影四万人民币。
rumor906!,1,水果吃得越多越好 饭后吃有助于消化
rumor907,0,脑梗塞的原因很复杂的原因大概有两大类一大类是本身脑血管问题比如说以前有动脉粥样硬化，有血管的狭窄，在一些特殊因素下，血管的狭窄进一步加重或者是血流的减慢或者是血液的黏稠引起血液流不过去了局部形成的血栓第二大类原因实际上是心脏的原因那么由于心脏是我们人体的供血器官保本塞泵血器官那么心脏如果那里有一些栓子的时候那么通过心脏会放到全身如果放到脑血管就会引起脑梗塞
rumor908,0,盆腔、腹腔里的器官本来就会分泌一些液体，起到润滑和保护作用，是正常的生理表现。部分健康妇女在月经期或排卵期会有少量血液聚积在盆腔，形成盆腔积液。 大多数情况下，盆腔积液不是大问题，通常会自行消失，因而不必治疗，但若B超显示积液量较多、范围较大，且伴有单侧或双侧腹痛、腰骶部疼痛等症状，就要警惕是否存在盆腔炎；如果盆腔内积液量异常增多，还是要及时就医
rumor909,0,又会损伤到女人大血管所黑瞳叫无菌性炎症引起的脚大血管的损伤她都会因为细菌感染引起的而大动脉炎呢？移民的自身的免疫反应而造成的。你的这种大动脉的损伤叫大动脉炎叫大动脉炎，还怕什么叫东方美女病了？因为它好发于这个？亚洲？的？中青年？女？性哪？等，到东方美女？并能理，解，吧？得大动？脉？炎？是哪？种？大动？脉？炎？
rumor910,0,医生做支架，用球囊在狭窄的方向扩张一下，在造影狭窄支架放进去了，在支架里反复地做了扩张，把支架修饰一下更好的贴壁。
rumor911,0,血压越高出血的风险越大收缩压超过一百八十毫米汞柱那么就可能引起脑出血如果在两百毫米汞柱以上出血的风险还会大大的增加高血压对血管的损害实际上是一个长期的过程血压高之后血流对血管壁的冲击会引起血管壁发生动脉粥样硬化变薄分子形成动脉瘤当血压再一高或者有波动的时候就可能让这个薄弱的地方突然一下破裂引起脑出血
rumor912!,1,年轻人的低压高都需要用药物去降压。
rumor913,0,在这些药物和器械啊应用于临床之前啊，你不要不在网上得知胡说八道只会误导大众，没有什么用。
rumor914,0,长期节食减肥能导致摄食中枢神经的不敏感出现厌食症。
rumor915!,1,反季水果不健康
rumor916,0,每个人的表现都不一样，身边有嗓子疼，有肩膀疼，还有肚子好呢，每个人情都不一样但是最主要的表象更多的人表现为心前区的这种胸痛持续不缓解伴有大汗，有些便会病死感觉都快不行了急性心梗的前驱症状有反复发生牙疼的脸还有还有还有一些病人是后背疼
rumor917!,1,降压药吃多了会上瘾。
rumor918,0,不同的就是发作时间伴随的症状脑瘤引起的头痛特别是当无报价比较严重的时候的头痛会有恶心呕吐的症状而一般的头痛往往是让人不舒服脑瘤的头痛往往发生在早晨，脑瘤的头痛往往也会因为用力
rumor919,0,从原理上来说，给主食降温以产生抗性淀粉，对减肥有积极作用，但是效果有限，不宜作为主要的减肥方式
rumor920,0,饮酒后脸色变红其实是体内乙醛代谢机制出现了问题，这类人群更不能多喝酒
rumor921,0,发生心梗时，一旦发生呼吸，心跳停止了还要做专业的心肺复苏。
rumor922,0,高血压患者在去医院前在家里把血压情况要做一个详细的记录做一个表格早中晚三次的血压医生参考血压高需不需要调药怎么调要加哪种类型的药所以要看病得有技巧的方法为
rumor923!,1,降压药吃多了会上瘾。
rumor924,0,最好要做一做运动后的拉伸，希望大家能有一个运动的好习惯，心率都会不但有正常的水平，心率逐渐恢复到一个正常的心率，每天都有好心情。
rumor925!,1,吃核桃可以补脑。
rumor926,0,诊断了糖尿病，做到以下三点，一点尽量避免吃甜食，甜水果，n，油炸食品，这些高热量的食物。第二点，适当运动，特别是餐后的运动能使餐后的血糖得到有效的控制。第三点，好好地监测血糖。
rumor927,0,胸闷，胸痛，如果突然出现压榨感或者是疼痛出现了心脏方面的疾病出现，没有表情是心其供血出现了障碍的表现。口唇突然发紫是供血不足的表现。
